drive_id,drive_url,carpeta_mes,nombre_archivo,mime_type,modified_time,proveedor,cif,num_factura,fecha_factura,base_imponible_eur,iva_eur,total_eur,categoria,contiene,n_lineas_fb,estado,procesado_at,notas,pago_fecha,pago_banco,pago_concepto,pago_estado
1hlZebkLpTfgbsPXLaWgMSAxgHxZz-5ML,https://drive.google.com/file/d/1hlZebkLpTfgbsPXLaWgMSAxgHxZz-5ML/view?usp=drivesdk,Facturas Julio 2026,FACT22218_26A.pdf,application/pdf,2026-07-21T11:58:53Z,Miguel Merino Distribuciones SL,B11361557,22218/26A,2026-07-20,977.4,205.25,1182.65,bebida,"Destilados: ron Havana Club, whisky Ballantine's, ginebras Seagram's y Beefeater, vodka Absolut (botellas 70cl)",5,procesada,2026-07-29,"Factura de Grupo Merino (Vinos & Destilados), albarán 36919/26A de 17/07/26, punto de venta 807049-DINGUI. Cliente NUEVO VH SL (NIF B22859946). Importes de línea sin IVA (columna Total S/IVA), IVA 21% desglosado. Pago por transferencia, vencimiento 19/08/2026.",,,,sin_extracto
12G3CEE8bjN9RixJpje6HxQktPsnrEtIg,https://drive.google.com/file/d/12G3CEE8bjN9RixJpje6HxQktPsnrEtIg/view?usp=drivesdk,Facturas Julio 2026,FACT22215_26A.pdf,application/pdf,2026-07-21T11:58:54Z,Miguel Merino Distribuciones SL,B11361557,22215/26A,2026-07-20,2563.72,538.38,3102.1,bebida,"Destilados (Absolut, Seagram's, Olmeca Altos, Ballantine's, Beefeater, Johnnie Walker Black), Moët & Chandon Brut Impérial y Red Bull",8,procesada,2026-07-29,"Albarán 36945/26A (19/07/26), punto de venta 807049-DINGUI. Importes de línea sin IVA (columna Total S/IVA); IVA 21% aplicado sobre el total. Vencimiento 19/08/2026, pago por transferencia. Línea informativa 'RETIRADO POR EL CLIENTE DOMINGO 19/07/26' a 0,00 EUR omitida. Cliente: NUEVO VH SL (NIF B22859946).",,,,sin_extracto
1WcueATB4iwqHEmAW6OgAtHG3wMUhZ6NH,https://drive.google.com/file/d/1WcueATB4iwqHEmAW6OgAtHG3wMUhZ6NH/view?usp=drivesdk,Facturas Julio 2026,Bazar 21.07.2026,image/jpeg,2026-07-21T20:06:05.409Z,BAZAR VINADOR S.L.,B90293895,2026001994,2026-07-21,112.6,23.65,136.25,otros,"Menaje y utensilios de cocina/bazar: organizador, escurreplatos, cortinas, exprimidores, guantes de nitrilo, pinzas, tijeras, boles inox, pinza de hielo, colador, botella, placa acrilica (55 uds en 26 lineas)",0,procesada,2026-07-29,"Factura de bazar (equipamiento/menaje), sin comida ni bebida; cliente NUEVO VH (CIF B22859946), El Puerto de Santa Maria. IVA unico 21%. Base impresa 112.603 y cuota 23.647 (redondeadas a 112.60 y 23.65). Imagen girada 90 grados pero legible; cacheada como .jpg.",,,,sin_extracto
1oXvKGndtOlj7jhsxYhzsRR5iplATyo8O,https://drive.google.com/file/d/1oXvKGndtOlj7jhsxYhzsRR5iplATyo8O/view?usp=drivesdk,Facturas Julio 2026,Ferretería 21.07.2026,image/jpeg,2026-07-21T18:45:21.349Z,FCO PONCE MORA (Ferretería),44025548Y,187-2026,2026-07-21,14.17,2.98,17.15,otros,"Material de ferretería (1 línea genérica 'ferretería', sin desglose de artículos)",0,procesada,2026-07-29,"Factura manual de ferretería a nombre de Nuevo VH S.L. (CIF cliente B22859946). Única línea 'ferretería' x1 a 14,17 EUR; IVA 21% = 2,98 EUR; total 17,15 EUR. NIF del proveedor: 44025548Y. Imagen JPG girada 90 grados pero legible.",,,,sin_extracto
18dLtvoCjQOjFztvrEaVh7YH5keugm4Kw,https://drive.google.com/file/d/18dLtvoCjQOjFztvrEaVh7YH5keugm4Kw/view?usp=drivesdk,Facturas Julio 2026,FACT1024_26N.pdf,application/pdf,2026-07-21T11:56:56Z,Miguel Merino Distribuciones SL,B11361557,1024/26N,2026-07-21,-135.24,-28.4,-163.64,bebida,"Tequila Olmeca Altos Reposado 0,7L: abono de 12 botellas a 21,64 EUR y refacturación de 12 botellas a 10,37 EUR (corrección de precio)",2,procesada,2026-07-29,"Factura rectificativa/abono con total neto negativo (-163,64 EUR a favor de Dingui). Referencia albarán 37246/26A (21/07/26), punto de venta 807049-DINGUI. Cliente NUEVO VH SL (NIF B22859946). Importes de línea sin IVA; IVA 21% desglosado. Proveedor Grupo Merino (vinos y destilados), comercial Manuel Barba Guerra.",,,,sin_extracto
11ZoTYNY4ud-eSjsr9j8geke70qYGFRe_,https://drive.google.com/file/d/11ZoTYNY4ud-eSjsr9j8geke70qYGFRe_/view?usp=drivesdk,Facturas Julio 2026,FACT1036_26N.pdf,application/pdf,2026-07-21T11:57:44Z,Miguel Merino Distribuciones SL,B11361557,1036/26N,2026-07-21,-129.84,-27.27,-157.11,bebida,Abono de 6 botellas de tequila Olmeca Altos Reposado 70cl devueltas,1,procesada,2026-07-29,"Factura de abono/rectificativa: importes negativos por devolucion de mercancia (-6 uds). Motivo indicado en factura: 'RETIRAR. ERROR. EL QUIENTE QUERIA EL ECONOMICO / AUT. A.MERINO' (lineas de anotacion a 0,00 EUR, no productos). Referencia albaran Alb. 37245/26A (21/07/26) 807049-DINGUI. Vencimiento 20/08/2026, pago por transferencia. Importe de linea sin IVA (la factura desglosa base -129,84 + cuota IVA 21% -27,27 = total -157,11).",,,,sin_extracto
1SZuGG24DudRVSWBhfyhuHucTRyuzkatT,https://drive.google.com/file/d/1SZuGG24DudRVSWBhfyhuHucTRyuzkatT/view?usp=drivesdk,Facturas Julio 2026,FACT22366_26A.pdf,application/pdf,2026-07-21T11:57:43Z,Miguel Merino Distribuciones SL,B11361557,22366/26A,2026-07-21,2737.04,574.78,3311.82,bebida,"Destilados (whisky Ballantine's, ginebras Beefeater y Seagram's, ron Havana Club, vodka Absolut) y bebida energetica Red Bull",6,procesada,2026-07-29,"Factura de Grupo Merino (Vinos & Destilados) a NUEVO VH SL (NIF cliente B22859946), punto de venta 807049-DINGUI. Albaran 37154/26A de 21/07/26. Importes de linea sin IVA (IVA 21% desglosado). Forma de pago transferencia, vencimiento 20/08/2026. Linea Red Bull con descuento: PVP 36,79 menos 7,49 = neto 29,30/caja.",,,,sin_extracto
1CwvTwaHR0lD9wx-vxIIU2Ou-y9-5M0yx,https://drive.google.com/file/d/1CwvTwaHR0lD9wx-vxIIU2Ou-y9-5M0yx/view?usp=drivesdk,Facturas Julio 2026,"Factura VTA_26-000359 - NUEVO VH, SL.pdf",application/pdf,2026-07-27T11:31:37Z,"VIENTO CREATIVO PRODUCCIONES, S.L.",B72342082,VTA/26-000359,2026-07-24,72.8,15.29,88.09,otros,"4 cartas de menú en metacrilato de 5 mm tamaño A4 con impresión y trasera efecto madera (4 ud x 18,20 EUR, IVA 21%)",0,procesada,2026-07-29,"Factura de imprenta/rotulación (equipamiento para el local), no consumo de comida/bebida. Cliente: NUEVO VH, SL (NIF B22859946). Forma de pago: transferencia (Banco Sabadell).",,,,sin_extracto
13gUAZGBzbySF05ZH9NJ0IZBn5hqj8pfa,https://drive.google.com/file/d/13gUAZGBzbySF05ZH9NJ0IZBn5hqj8pfa/view?usp=drivesdk,Facturas Julio 2026,DIGUI.pdf,application/pdf,2026-07-27T10:48:12Z,Jamones La Encina (Javier Quintero),31338910F,FA260380,2026-07-27,196.18,19.62,215.8,comida,"queso payoyo, jamon cocido, chicharron de Cadiz, cecina",4,procesada,2026-07-29,"Cliente: NUEVO VH S.L. (NIF B22859946), Avda Juan Melgarejo 10, El Puerto de Santa Maria. Importes de linea sin IVA (la factura desglosa base 196,18 + IVA 10% 19,62). Cantidades decimales con precio por kg: venta a peso. Pago por transferencia ES79 0182 6784 1301 0150 6208. PDF cacheado con stream de contenido parcialmente corrupto; texto extraido via Drive read_file_content y totales verificados aritmeticamente.",,,,sin_extracto
1PqX4CkWx4VwG333L9Xrs77ZWoNPTT3VQ,https://drive.google.com/file/d/1PqX4CkWx4VwG333L9Xrs77ZWoNPTT3VQ/view?usp=drivesdk,Facturas Julio 2026,FACT22841_26A.pdf,application/pdf,2026-07-27T12:03:53Z,Miguel Merino Distribuciones SL,B11361557,22841/26A,2026-07-27,3824.79,803.21,4628.0,bebida,"Red Bull y destilados: whisky Ballantine's, rones Havana Club y Barceló, ginebras Beefeater, Seagram's y Puerto de Indias, vodka Absolut",9,procesada,2026-07-29,"Cliente NUEVO VH SL (NIF B22859946), entrega en DINGUI, Av. Juan Melgarejo 10, El Puerto de Santa María. Albarán 37738/26A (23/07/26). Importes de línea SIN IVA (columna Total S/IVA), IVA 21% desglosado en pie. Precios unitarios netos tras descuento por unidad. Unidades = botellas sueltas; el (6U)/(12U) de la descripción indica el embalaje. Última línea: 3 botellas gratis de Puerto de Indias a 0,00 EUR. Vencimiento 26/08/2026, pago por transferencia.",,,,sin_extracto
13nwrvQC__L9yk03a-AJE77Sf_9uJeHYW,https://drive.google.com/file/d/13nwrvQC__L9yk03a-AJE77Sf_9uJeHYW/view?usp=drivesdk,Facturas Julio 2026,FACT23066_26A.pdf,application/pdf,2026-07-27T12:04:11Z,Miguel Merino Distribuciones SL,B11361557,23066/26A,2026-07-27,543.0,114.03,657.03,bebida,"12 botellas Moët & Chandon Brut Impérial Ice 75cl; 5 botellas Bold Crew Whisky 70cl a 0,00 EUR (promoción)",2,procesada,2026-07-29,"Distribuidor de vinos y destilados (Grupo Merino). Importes de línea sin IVA (IVA 21% desglosado). Referencia albarán 38039/26A (24/07/26), punto de venta 807049-DINGUI. Línea de whisky facturada a 0,00 EUR: unidades gratuitas/promocionales. Vencimiento 26/08/2026, pago por transferencia.",,,,sin_extracto
1XZAAWA1CAs64ao6kv3Tnq7LZZ664E27E,https://drive.google.com/file/d/1XZAAWA1CAs64ao6kv3Tnq7LZZ664E27E/view?usp=drivesdk,Facturas Julio 2026,WhatsApp Image 2026-07-28 at 13.24.45.jpeg,image/jpeg,2026-07-28T11:30:26Z,Aqualar Piscinas (Ana María Sánchez Ruiz),48885745G,26000994/1,2026-07-28,8.51,1.79,10.3,otros,Broca porcelánico Nº8 (material ferretería/mantenimiento),0,procesada,2026-07-29,"Factura de tienda de piscinas/ferretería a NUEVO VH (CIF cliente B22859946, Avda. Juan Melgarejo 10, El Puerto de Santa María). Una sola línea: BROCA PORCELANICO Nº8, 1 ud x 8,5124 EUR = 8,51 EUR + 21% IVA (1,79) = 10,30 EUR. Pago con tarjeta, vencimiento 28/07/2026. Categoría 'otros' (equipamiento/mantenimiento), sin líneas de consumo.",2026-07-28,santander,"Pago Movil En Aqualar Piscina, Cadiz Es, Tarj. :*565836",conciliado
1TGRkSvnNzgLuVV3r_hsVpgJDFZY2FO8n,https://drive.google.com/file/d/1TGRkSvnNzgLuVV3r_hsVpgJDFZY2FO8n/view?usp=drivesdk,Facturas Julio 2026,Ferretería 28.07.2026,image/jpeg,2026-07-28T17:30:33.132Z,"Suinbasa - Suministros Industriales Bahía, S.L.",B11042777,FAC/2026/002211,2026-07-28,10.03,2.11,12.14,otros,"Material de ferretería: 2x pintura spray RAL9005 negro satinado 400ml (8,57 EUR con dto. 15%) y 1x cinta aislante PVC 25x25 negra (1,46 EUR), todo al 21% IVA",0,procesada,2026-07-29,"CIF del proveedor tomado del pie de la factura (C.F.I. B-11042777, Registro Mercantil de Cádiz); el CIF que figura en el recuadro del cliente es ESB22859946 (NUEVO VH, S.L.). La foto incluye además el recibo de pago con tarjeta BBVA (VENTA Visa DEBIT, 28.07.26, 19:29) por 12,14 EUR, que cuadra con el total. Origen del pedido: PEV/2026/080556, código cliente 11650.",,,,sin_extracto
10fIU-Kg0C12MgGQBZsiqOTH8CXqgFSpc,https://drive.google.com/file/d/10fIU-Kg0C12MgGQBZsiqOTH8CXqgFSpc/view?usp=drivesdk,Facturas abril26,FACTURA DISCOTECA OB113.pdf,application/pdf,2026-04-28T10:13:56Z,"BS AISLAMIENTOS E INSTALACIONES, S.L.",B72301286,OB-113/2026,2026-04-15,37850.0,7948.5,45798.5,otros,"Trabajos de insonorizacion de la discoteca (obra): techo acustico 216 m2, trasdosado 83 m2, subida de material, ventana, tabica",0,procesada,2026-07-29,"Factura de obra/servicios, no de consumo. Cliente NUEVO VH S.L. (CIF B22859946), obra DISCOTECA EL PUERTO DE SANTA MARIA. Referencia albaran OB-796 de 15/04/2026. IVA 21%. Pago por transferencia (Bankinter).",2026-04-30,caixa,parte 1 facrura,conciliado
1xpiqKCYB5nPwFAh9nX2bdkdfYTlLtPkE,https://drive.google.com/file/d/1xpiqKCYB5nPwFAh9nX2bdkdfYTlLtPkE/view?usp=drivesdk,Facturas abril26,FACTURA 14 . CERT 02 DINGUI.pdf,application/pdf,2026-04-29T11:14:19Z,LORENTE Y MILLAN CONSTRUCCIONES S.L.,B11948098,000014,2026-04-27,30160.46,6333.7,36494.16,otros,"2ª certificación de obra (CERT 02): albañilería, saneamiento y fontanería, electricidad, revestimientos, carpinterías (incl. vestíbulo y ventanas acústicas), pinturas, seguridad y salud, gestión de residuos, extras (tarima DJ y zona VIP), rampa y perímetro acústico",0,procesada,2026-07-29,"Factura de construcción/reforma del local, no de consumo. Emisor: Lorente y Millán Construcciones S.L., Avda. Tío Pepe 43, Jerez de la Frontera (Cádiz). Cliente: NUEVO VH S.L. (CIF B22859946). Se deduce una provisión de fondos de 45.401,14 EUR del 04-03-2026; IVA único al 21%. Forma de pago: transferencia ES1000490606152712251832. PDF de 6 páginas guardado en data/facturas/cache/1xpiqKCYB5nPwFAh9nX2bdkdfYTlLtPkE.pdf",2026-05-01,caixa,PAGO TRANSFERENCIAS,conciliado
1krGqhaA-1eIvzw-QFYIDnhbH8IIW5OID,https://drive.google.com/file/d/1krGqhaA-1eIvzw-QFYIDnhbH8IIW5OID/view?usp=drivesdk,Facturas abril26,Factura dingui .pdf,application/pdf,2026-04-28T10:11:06Z,OTHERVIEW - José J. Díaz García,49563888S,003/26,2026-04-27,300.0,63.0,342.0,otros,"Sesión dingui (servicio, 1 ud. a 300,00 €)",0,procesada,2026-07-29,"Factura de servicios (probable sesión DJ/actuación) emitida por autónomo a NUEVO VH S.L. Aplica retención IRPF 7% (-21,00 €): total = 300,00 base + 63,00 IVA (21%) - 21,00 IRPF = 342,00 €. Pago por transferencia a IBAN ES06 0182 5332 1402 0828 7736 (BBVA).",2026-04-30,caixa,sesion video,conciliado
1DN9NqT0GK8U1ylJ9p5RvLUDpY-4wQa8-,https://drive.google.com/file/d/1DN9NqT0GK8U1ylJ9p5RvLUDpY-4wQa8-/view?usp=drivesdk,Facturas abril26,R_Carta_Contestacion_CTE_0001176170_29042026_120237.pdf,application/pdf,2026-04-30T08:41:21Z,EDISTRIBUCIÓN Redes Digitales S.L. Unipersonal,B82846817,,2026-04-29,931.28,195.57,1126.85,otros,Presupuesto/condiciones técnico-económicas de conexión eléctrica (ampliación de potencia a 57 kW),0,no_factura,2026-07-29,"No es factura: carta de contestación con presupuesto de EDISTRIBUCIÓN (ref. solicitud 0001176170, tipo SUMINISTRO - AMPLIACIÓN DE POTENCIA) para el suministro en UR Cecovisa s/n, C.C. Vistahermosa, 11500 El Puerto de Santa María, a nombre de NUEVO VISTAHERMOSA, S.L. (att. Daniel Pérez Lorenzo). Cuota de extensión R.D. 1048/2013: 53,6 kW x 17,374714 €/kW = 931,28 € + IVA 21% (195,57 €) = 1.126,85 €. El documento indica que la factura se emitirá tras el pago; validez de las condiciones 6 meses. Incluye condicionado técnico, croquis y ubicación del punto de conexión.",2026-04-30,caixa,CNX 0001176170,conciliado
1mPoxdG8UQwntnMZB5o--syaVFDZ3PPWV,https://drive.google.com/file/d/1mPoxdG8UQwntnMZB5o--syaVFDZ3PPWV/view?usp=drivesdk,Facturas abril26,NUEVO VH SL.  Factura 0215-26.pdf,application/pdf,2026-04-30T13:40:07Z,MANTENIMIENTOS SANCHEZ YUSTE 2021 S.L.,B06906341,0215/26,2026-04-30,20059.0,4212.39,24271.39,otros,"Instalación climatización: 50% del presupuesto 0035/26 (2 equipos aire acondicionado MUNDOCLIMA con conductos, recuperador térmico mureco 6000, caja extractora SODECA, difusores, rejillas, conductos de fibra, grúa y mano de obra)",0,procesada,2026-07-29,"Factura del 50% del presupuesto 0035/26. Cliente: NUEVO VH SL (CIF B22859946), Av. Juan Melgarejo 10 LC 21, El Puerto de Santa María. IVA 21%. Vencimiento 30/04/2026. Pago por IBAN ES88 0081 7412 9700 0163 2170. El nombre del archivo lleva el nombre del cliente, no del proveedor.",2026-07-28,santander,Transferencia A Favor De Mantec Concepto: Pago Aires 2,conciliado
1A0XYy-lqACNC8Z-MOuoKMqj8XWpdYlr2,https://drive.google.com/file/d/1A0XYy-lqACNC8Z-MOuoKMqj8XWpdYlr2/view?usp=drivesdk,Facturas abril26,NUEVO VH SL.  Factura 0216-26.pdf,application/pdf,2026-04-30T13:39:54Z,Mantenimientos Sánchez Yuste 2021 S.L.,B06906341,0216/26,2026-04-30,737.8,154.94,892.74,otros,"Instalación de silenciador (500 diámetro x 1200L) en conducto de ventilación de la discoteca, según presupuesto 0062/26, mano de obra incluida",0,procesada,2026-07-29,"Proveedor de frío industrial/maquinaria de hostelería; cliente NUEVO VH SL (CIF B22859946). IVA 21%. El nombre del archivo lleva el nombre del cliente, no del proveedor. Cache: data/facturas/cache/1A0XYy-lqACNC8Z-MOuoKMqj8XWpdYlr2.pdf",2026-07-28,santander,Transferencia A Favor De Mantec Concepto: Pago Aires 2,conciliado
1LvyetK8gB3LE_WCdJqVeLhIuCDdnbkyZ,https://drive.google.com/file/d/1LvyetK8gB3LE_WCdJqVeLhIuCDdnbkyZ/view?usp=drivesdk,Facturas abril26,"Factura VTA_26-000181 - NUEVO VH, SL.pdf",application/pdf,2026-04-30T08:02:35Z,"VIENTO CREATIVO PRODUCCIONES, S.L.",B72342082,VTA/26-000181,2026-04-30,9000.0,1890.0,10890.0,otros,"Pago a cuenta de presupuesto VTA/26-000154 por acopio de material (1 ud x 9.000,00 EUR, IVA 21%)",0,procesada,2026-07-29,"Proveedor de producciones/eventos (vientocreativo.com). Factura de anticipo sobre presupuesto VTA/26-000154, sin detalle de productos de comida o bebida. Pago por transferencia a Banco Sabadell ES02 0081 7412 9900 0150 3155.",2026-04-30,caixa,acopio material,conciliado
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,https://drive.google.com/file/d/1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m/view?usp=drivesdk,Facturas junio26,La Encina1.jpeg,image/jpeg,2026-06-30T07:46:47.266Z,Jamones La Encina (Javier Quintero),31338910-F,FA260250,2026-06-01,1047.56,104.76,1152.32,comida,"Delicatessen: cecina Black Angus, gildas, banderillas, anchoas, mojama, paleta ibérica, chicharrón, sardinas, mejillones, atún ahumado, jamón cocido y quesos (payoyo, pimentón)",14,procesada,2026-07-29,"Página 1 de 2: las líneas visibles suman 1.006,96 € frente a base imponible 1.047,56 €; faltan ~40,60 € en líneas de la página 2 (posible archivo 'La Encina2.jpeg'). Importes de línea sin IVA (IVA 10% desglosado). Anotación manuscrita junto a QUESO PIMENTON: 'queso pedro jimes.' (probable queso al Pedro Ximénez). Cliente: NUEVO VH S.L., NIF B22859946. | VERIFICACION: La suma de importe_eur de las 14 lineas es 1006.96 EUR, no cuadra con la base imponible 1047.56 EUR: faltan 40.60 EUR (fuera de la tolerancia de 1 EUR).; La factura indica 'Pagina 1 de 2' y el archivo cacheado solo contiene la pagina 1; la pagina 2 (con la/s linea/s que suman los 40.60 EUR restantes) no existe en Drive: en la carpeta 1jb5OYTF9p59sUH2-8gpqYRbFSPsqVhbx solo hay 'La Encina1.jpeg', no hay 'La Encina2'. La extraccion esta incompleta por falta de documento fuente, no por error de lectura.; Las 14 lineas visibles en pagina 1 estan correctamente extraidas (cantidad, precio unitario e importe verificados uno a uno contra la imagen ampliada; cantidad x precio = importe en todas). Los totales de la factura son coherentes entre si (1047.56 + 10% IVA 104.76 = 1152.32), lo que confirma que la base es fiable y faltan lineas.; tipo_bebida, marcas y formatos de cerveza: sin errores (todas las lineas son comida, no hay bebidas ni cervezas; 'Payoyo' es la unica marca identificable y esta bien normalizada).; Nota menor: anotacion manuscrita 'queso pedro ximenez' bajo QUESO PIMENTON sugiere que ese queso es al Pedro Ximenez; no afecta importes.",,,,no_encontrado
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,https://drive.google.com/file/d/1JNsXbcn-eAkojEVNozxlktrGkbolnjpP/view?usp=drivesdk,Facturas junio26,NUEVO CORREGIDA.pdf,application/pdf,2026-07-10T10:57:27Z,Jamones La Encina (Javier Quintero),31338910F,FA260250,2026-06-01,606.56,60.66,667.22,comida,"Charcuteria y delicatessen: gildas, cecina, anchoas, mojama, paleta iberica, chicharron, sardinas, mejillones, atun ahumado, jamon cocido y quesos",15,procesada,2026-07-29,"Factura de 2 paginas emitida a NUEVO VH S.L. (B22859946). Importes de linea sin IVA (la suma de lineas cuadra con la base imponible 606,56). IVA unico 10%. Cantidades fraccionarias (paleta, chicharron, jamon cocido, quesos) interpretadas como kg; el resto como unidades. Archivo Drive: NUEVO CORREGIDA.pdf, carpeta Facturas junio26 (nombre sugiere version corregida de una factura anterior del mismo proveedor).",,,,no_encontrado
1oM1M_8gbRNVkURSspKcpf0XPNSJO5h4I,https://drive.google.com/file/d/1oM1M_8gbRNVkURSspKcpf0XPNSJO5h4I/view?usp=drivesdk,Facturas junio26,Picking3.jpeg,image/jpeg,2026-06-30T07:47:15.821Z,Picking Gades SL,B05357132,,2026-06-01,651.2,65.12,716.32,comida,"Postres congelados Tragus (queso frambuesa, limoncello, dos chocolates, tocino de cielo en lata 120g), carpaccio de vaca ultracongelado y pastrami loncheado La Finca",0,no_factura,2026-07-29,"El documento es un ALBARÁN (nº 2026001971, fecha 01/06/26), no una factura. Cliente: Nuevo VH S.L. / Dingui Club, Avda. Juan Melgarejo 10, El Puerto de Santa María. Todas las líneas a IVA 10%: 4 cajas queso frambuesa (133,60), 1+3 cajas limoncello (33,40+100,20), 4 cajas dos chocolates (133,60), 1+3 cajas tocino cielo (33,40+100,20), 2 cajas carpaccio (96,36+20,44), 28 uds pastrami sin importe visible. Base 651,20 / IVA 65,12 / Total 716,32 EUR, pago transferencia +30. No se extraen líneas para evitar duplicar con la factura definitiva del proveedor. Archivo cacheado en data/facturas/cache/1oM1M_8gbRNVkURSspKcpf0XPNSJO5h4I.jpeg",2026-06-29,caixa,PICKING GADES SL,conciliado
1Dq5tgk_590Y_YAWkvtEkK9rRZutUoYBR,https://drive.google.com/file/d/1Dq5tgk_590Y_YAWkvtEkK9rRZutUoYBR/view?usp=drivesdk,Facturas junio26,Borja tostador+grill.pdf,application/pdf,2026-06-02T16:04:49Z,Innovación y Diseño para Hostelería S.L. (ID Hostelería),B22589188,2600804 (albarán),2026-06-02,478.79,100.55,579.34,otros,"Equipamiento de cocina: tostador doble de cuarzo sin temporizador (178,00 €) y grill eléctrico doble de acero inoxidable (300,79 €)",0,no_factura,2026-07-29,"El documento es un ALBARÁN de entrega (nº 2600804), no una factura. Emisor: Innovación y Diseño para Hostelería S.L., Dos Hermanas (Sevilla); cliente 1082 Nuevo VH S.L. (CIF B22859946). Desglosa base 478,79 €, IVA 21% 100,55 €, total 579,34 €. Habría que localizar la factura correspondiente para contabilizarla. PDF cacheado en data/facturas/cache/1Dq5tgk_590Y_YAWkvtEkK9rRZutUoYBR.pdf",2026-06-02,caixa,tostadora y grill,conciliado
1Trw4rcgjume9lm1R6sddbf82ZGSKoXmI,https://drive.google.com/file/d/1Trw4rcgjume9lm1R6sddbf82ZGSKoXmI/view?usp=drivesdk,Facturas junio26,Picking2.jpeg,image/jpeg,2026-06-30T07:47:08.332Z,Picking Gades SL,B05357132,2026001809,2026-06-02,114.53,11.45,125.98,comida,Pescado/comida congelada: 2 cajas de steak tartar ultracongelado 135 g (12 und/caja),2,procesada,2026-07-29,"Factura Picking Cádiz (Jerez de la Frontera) a Nuevo VH S.L. (NIF B22859946), entrega en Dingui Club, Avenida Juan Melgarejo 10. Albarán nº 2026001980 de 02/06/2026. Importes de línea son netos sin IVA; IVA 10% desglosado. Forma de pago: transferencia +30.",2026-06-29,caixa,PICKING GADES SL,conciliado
1PBoxpFczuyY0HPNaf0d09IQQf0mCeEAM,https://drive.google.com/file/d/1PBoxpFczuyY0HPNaf0d09IQQf0mCeEAM/view?usp=drivesdk,Facturas junio26,Picking1.jpeg,image/jpeg,2026-06-30T07:46:58.227Z,Picking Gades SL,B05357132,2026001808,2026-06-02,133.6,13.36,146.96,comida,"Postres en lata 120g marca Tragus (tocino de cielo, dos chocolates, limoncello, queso frambuesa), cajas de 14 uds",4,procesada,2026-07-29,"Albarán Nº 2026001979 de 02/06/2026, entrega en Dingui Club (Avenida Juan Melgarejo, 10). Cliente Nuevo VH S.L. NIF B22859946. Importes de línea son netos sin IVA (columna Neto); IVA 10% desglosado al pie. Pago transferencia +30 (Bankinter). El 'Limoncello lata 120g' es un postre en lata, no bebida alcohólica.",2026-06-29,caixa,PICKING GADES SL,conciliado
1moCYU-yzs4b6am8HyYmPgTaZDBrD_ps7,https://drive.google.com/file/d/1moCYU-yzs4b6am8HyYmPgTaZDBrD_ps7/view?usp=drivesdk,Facturas junio26,FACTURA 21.CERT 04 DINGUI.pdf,application/pdf,2026-06-10T07:24:03Z,LORENTE Y MILLAN CONSTRUCCIONES S.L.,B11948098,000021,2026-06-04,26729.79,5613.26,32343.05,otros,"4ª certificación de obra: albañilería, saneamiento y fontanería, electricidad, revestimientos, carpinterías, pinturas, seguridad y salud, gestión de residuos y extras de reforma del local",0,procesada,2026-07-29,"Factura de constructora (obra/reforma del local), no de consumo. IVA 21%. Descuenta 3 provisiones de fondos previas (45.401,14 + 30.160,46 + 59.651,69 EUR); la base imponible de 26.729,79 EUR es el neto tras deducciones. Pago por transferencia a ES1000490606152712251832. Cliente: NUEVO VH, S.L. (CIF B22859946), Avda. Juan Melgarejo 10, El Puerto de Santa María.",2026-06-22,santander,Cobro A Vencimiento 19/06/2026,conciliado
1QP5nxpkr7hWXzUbhABaDmBh07cf1akoM,https://drive.google.com/file/d/1QP5nxpkr7hWXzUbhABaDmBh07cf1akoM/view?usp=drivesdk,Facturas junio26,Carrefour.jpeg,image/jpeg,2026-06-10T21:30:32.655Z,Centros Comerciales Carrefour S.A.,A28425270,2026FBFN01177881,2026-06-09,104.93,22.04,126.97,otros,"Electrónica/equipamiento: cable USB-C Lightning, batería externa 10.000 mAh, sistema WiFi mesh TP-Link Deco E4, cargador 65W USB-C",0,procesada,2026-07-29,"Factura de tienda Carrefour El Paseo (Ctra Madrid-Cádiz km 653, Puerto Santa María). Cliente NUEVO VH SL, NIF B22859946. 4 líneas de electrónica, todas al 21% de IVA. Pago al contado. No contiene comida ni bebida, por lo que no se extraen líneas de producto.",2026-06-09,caixa,CARREF EL PASEO,conciliado
1tcDRqp6mqnD7IBoI0HUCNIqRCYdq14D9,https://drive.google.com/file/d/1tcDRqp6mqnD7IBoI0HUCNIqRCYdq14D9/view?usp=drivesdk,Facturas junio26,A2606986.pdf,application/pdf,2026-06-11T13:39:14Z,FUTURE IS AN ATTITUDE S.L.,B72412034,A2606986,2026-06-09,149.96,31.49,181.45,otros,"Servicio software Prezo: ALTA, pago único por creación de BBDD (máx. 300 páginas, no acumulable con el pack mensual)",0,procesada,2026-07-29,"Emisor asociado a Prezo (administracion@prezo.es). 1 concepto: ALTA 149,96 EUR + IVA 21%. Vencimiento 05/07/2026. Pago por transferencia a ES63 0182 5825 4802 0161 3760. Referencia proforma PRO2603905. Cliente: NUEVO VH SL (B22859946), El Puerto de Santa María. PDF cacheado en /Users/luismdecarvajal/Desktop/dingui_kpis/data/facturas/cache/1tcDRqp6mqnD7IBoI0HUCNIqRCYdq14D9.pdf",2026-06-08,caixa,pago prezo,conciliado
