drive_id,proveedor,fecha_factura,descripcion_original,categoria,tipo_bebida,marca,formato,contenido,unidades,precio_unitario_eur,importe_eur,iva_pct
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,SERV MPRO 20X20CM NEGRO 150UD,otros_consumo,,Metro Professional,paquete,150ud (20x20cm),2.0,1.95,3.9,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,BOWL ENSALADERA MPRO 7CM,otros_consumo,,Metro Professional,caja,6ud (7cm),3.0,6.95,20.85,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,BOWL ENSALADERA MPRO 9CM,otros_consumo,,Metro Professional,caja,6ud (9cm),2.0,8.15,16.3,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,BOWL ENSALADERA MPRO 12CM,otros_consumo,,Metro Professional,caja,6ud (12cm),2.0,10.55,21.1,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,CUBETA MANUTENCION BCA 35L,otros_consumo,,,ud,35L,2.0,25.0,50.0,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,CUBETA RECTAN S/TAPA MPRO 35L,otros_consumo,,Metro Professional,ud,35L,1.0,14.29,14.29,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,FUENT MACA BCO MPRO 30X20CMX6,otros_consumo,,Metro Professional,pack,6ud (30x20cm),2.0,23.95,47.9,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,FUENTE MODERN 21X17 MPRO X6,otros_consumo,,Metro Professional,pack,6ud (21x17cm),2.0,16.95,33.9,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,PLAT LLA NAGGADO BC MPRO27CMX6,otros_consumo,,Metro Professional,pack,6ud (27cm),2.0,13.95,27.9,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,BANDEJA OVAL INOX MPRO 20X15CM,otros_consumo,,Metro Professional,ud,20x15cm,22.0,1.55,34.1,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,CUCHILLO MESA ESCAND ARO X12,otros_consumo,,Aro,pack,12ud,2.0,5.15,10.3,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,SET SAL Y PIMIENTA ARO X2,otros_consumo,,Aro,set,2ud,1.0,1.6,1.6,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,TENEDOR MESA VERONA ARO X12,otros_consumo,,Aro,pack,12ud,2.0,3.05,6.1,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,BANDEJA OVAL BORDE VUELTO 30CM,otros_consumo,,,ud,30cm,12.0,4.19,50.28,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,BANDEJA OVAL BORDE VUELTO 35CM,otros_consumo,,,ud,35cm,3.0,5.49,16.47,21.0
1QlBrd7Z_eZ9Q1FOf3K_uuuPJLIyw2cun,Makro,2026-07-08,CUBO BASURA TAPA NGRO MPRO 95L,otros_consumo,,Metro Professional,ud,95L,1.0,21.95,21.95,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,AGUA EVIAN CON GAS 200 X33 CL,bebida,agua,Evian,caja,33cl,3.0,24.58,73.74,10.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,BOTELLERO EN PRESTAMO,otros_consumo,,,ud,,1.0,0.0,0.0,
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,AQUAREL PET 33cl 35 UDS,bebida,agua,Nestlé Aquarel,caja,35x33cl,3.0,5.92,18.12,10.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,BTLLA BARCELO AÑEJO RON 70cl,bebida,alcohol,Ron Barceló,botella,70cl,12.0,12.36,139.42,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,BTLLA RV GINEBRA RIVES 70 CL,bebida,alcohol,Rives,botella,70cl,30.0,8.41,244.73,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,RED BULL ENERG 25cl 24 UDS,bebida,refresco,Red Bull,caja,24x25cl,4.0,23.55,94.36,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SEVEN FREE RET 200 CC,bebida,refresco,7Up,caja,200ml,7.0,23.28,114.07,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,PEPSI MAX AXL RET 200CC,bebida,refresco,Pepsi,caja,200ml,5.0,24.96,81.12,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,PEPSI REGULAR AXL RET 200 CC,bebida,refresco,Pepsi,caja,200ml,10.0,24.96,162.24,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,AGUA EVIAN CON GAS 200 X33 CL,bebida,agua,Evian,caja,33cl,4.0,24.58,98.32,10.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,AQUAREL PET 33cl 35 UDS,bebida,agua,Nestlé Aquarel,caja,35x33cl,5.0,5.92,30.2,10.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,"BTLLA WHITE LABEL 0,70 - DEMENTE",bebida,alcohol,Dewar's White Label,botella,70cl,24.0,10.24,185.55,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SCH TONICA RET 28X1X200ML,bebida,refresco,Schweppes,caja,28x200ml,5.0,31.92,111.72,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SCH NARANJA LOW CAL RET 28X1X200,bebida,refresco,Schweppes,caja,28x200ml,6.0,26.04,93.74,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SCH LIMO LOW RET 28X200ML,bebida,refresco,Schweppes,caja,28x200ml,7.0,26.04,109.37,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT SEVEN-UP 200 CC,otros_consumo,,7Up,caja,200ml,-7.0,4.8,-33.6,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT SEVEN-UP 200 CC,otros_consumo,,7Up,caja,200ml,7.0,4.8,33.6,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  PEPSI 200 RET,otros_consumo,,Pepsi,caja,200ml,15.0,4.8,72.0,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  SCHWEPPES 200 RET,otros_consumo,,Schweppes,caja,200ml,18.0,5.2,93.6,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,BARRIL CRUZCAMPO 50L,bebida,cerveza,Cruzcampo,barril,50L,1.0,168.0,168.0,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,RIVES GIN EXOTICA 70CL,bebida,alcohol,Rives,botella,70cl,6.0,12.59,73.27,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,RED BULL ENERG 25cl 24 UDS,bebida,refresco,Red Bull,caja,24x25cl,2.0,23.55,47.18,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,PEPSI MAX AXL RET 200CC,bebida,refresco,Pepsi,caja,200ml,5.0,24.96,81.12,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SCH TONICA RET 28X1X200ML,bebida,refresco,Schweppes,caja,28x200ml,5.0,31.92,111.72,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,FIANZA BARRIL 50 L,otros_consumo,,,barril,50L,-2.0,12.02,-24.04,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  PEPSI 200 RET,otros_consumo,,Pepsi,caja,200ml,-21.0,4.8,-100.8,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  SCHWEPPES 200 RET,otros_consumo,,Schweppes,caja,200ml,-25.0,5.2,-130.0,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,FIANZA BARRIL 50 L,otros_consumo,,,barril,50L,1.0,12.02,12.02,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  PEPSI 200 RET,otros_consumo,,Pepsi,caja,200ml,5.0,4.8,24.0,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  SCHWEPPES 200 RET,otros_consumo,,Schweppes,caja,200ml,5.0,5.2,26.0,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SCH LIMO LOW RET 28X200ML,bebida,refresco,Schweppes,caja,28x200ml,6.0,26.04,93.74,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  SCHWEPPES 200 RET,otros_consumo,,Schweppes,caja,200ml,6.0,5.2,31.2,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SEVEN FREE RET 200 CC,bebida,refresco,7Up,caja,200ml,5.0,23.28,81.48,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,PEPSI MAX AXL RET 200CC,bebida,refresco,Pepsi,caja,200ml,6.0,24.96,97.34,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,PEPSI REGULAR AXL RET 200 CC,bebida,refresco,Pepsi,caja,200ml,10.0,24.96,162.24,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SCH TONICA RET 28X1X200ML,bebida,refresco,Schweppes,caja,28x200ml,10.0,31.92,223.44,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SCH NARANJA LOW CAL RET 28X1X200,bebida,refresco,Schweppes,caja,28x200ml,3.0,26.04,46.87,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,SCH LIMO LOW RET 28X200ML,bebida,refresco,Schweppes,caja,28x200ml,5.0,26.04,78.12,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  PEPSI 200 RET,otros_consumo,,Pepsi,caja,200ml,-14.0,4.8,-67.2,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  SCHWEPPES 200 RET,otros_consumo,,Schweppes,caja,200ml,-12.0,5.2,-62.4,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,FIANZA 1/3 CRUZCAMPO,otros_consumo,,Cruzcampo,ud,1/3,-3.0,3.7,-11.1,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT SEVEN-UP 200 CC,otros_consumo,,7Up,caja,200ml,-4.0,4.8,-19.2,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT SEVEN-UP 200 CC,otros_consumo,,7Up,caja,200ml,5.0,4.8,24.0,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  PEPSI 200 RET,otros_consumo,,Pepsi,caja,200ml,16.0,4.8,76.8,21.0
1r0YDpEJ95fDJQDqmIDnwOxO_w82hriug,Melgarejo Distribuidores de Bebidas SL,2026-07-13,CAJA C/BOT  SCHWEPPES 200 RET,otros_consumo,,Schweppes,caja,200ml,18.0,5.2,93.6,21.0
1rkfUZr1J0ToVH0xJapZlqNkC2PZTL6sX,Hielo Express Los Mellis,2026-07-13,HIELO PICADO,otros_consumo,,,saco,,5.0,4.55,22.73,10.0
1rkfUZr1J0ToVH0xJapZlqNkC2PZTL6sX,Hielo Express Los Mellis,2026-07-13,HIELO,otros_consumo,,,saco,,124.0,3.64,450.91,10.0
1VY9GskEaXSWQF7ZbwJCV_AWG0ZDCuZag,Miguel Merino Distribuciones SL,2026-07-10,"033164 48 BEEFEATER GIN 0,7L(6U)",bebida,alcohol,Beefeater,botella,70cl,48.0,12.16,583.68,21.0
1VY9GskEaXSWQF7ZbwJCV_AWG0ZDCuZag,Miguel Merino Distribuciones SL,2026-07-10,"020126 12 SEAGRAM`S GIN 0,7L(6U)",bebida,alcohol,Seagram's,botella,70cl,12.0,13.56,162.72,21.0
1VY9GskEaXSWQF7ZbwJCV_AWG0ZDCuZag,Miguel Merino Distribuciones SL,2026-07-10,"027417 18 OLMECA REPOSADO TEQUILA 0,7L(6U)",bebida,alcohol,Olmeca,botella,70cl,18.0,10.37,186.66,21.0
1VY9GskEaXSWQF7ZbwJCV_AWG0ZDCuZag,Miguel Merino Distribuciones SL,2026-07-10,"034846 2 MACALLAN 12 AÑOS DOUBLE CASK 0,7L(6U)",bebida,alcohol,The Macallan,botella,70cl,2.0,58.15,116.3,21.0
1VY9GskEaXSWQF7ZbwJCV_AWG0ZDCuZag,Miguel Merino Distribuciones SL,2026-07-10,"025373 2 ZACAPA RON 23 AÑOS 0,7L(6U)",bebida,alcohol,Ron Zacapa,botella,70cl,2.0,29.59,59.18,21.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,NARANJA MESA MC C-4/5 MA 2KG,comida,,Makro Chef,malla,2kg,1.0,2.95,2.95,4.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,LIMON MC C-4/5 MA 2KG,comida,,Makro Chef,malla,2kg,1.0,5.79,5.79,4.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,TOMATE RALLADO MC BT 1 L,comida,,Makro Chef,bote,1L,1.0,4.35,4.35,10.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,MOSTAZA Y MIEL SSA ASTURIA 1KG,comida,,Asturia,bote,1kg,2.0,5.59,11.18,10.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,SERV MPRO 20X20CM NEGRO 150UD,otros_consumo,,Metro Professional,paquete,150ud,4.0,1.95,7.8,21.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,GUANTES NIT NGR MPRO TM 100UD,otros_consumo,,Metro Professional,caja,100ud,1.0,4.95,4.95,21.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,BOLSA CAM REC 65X70 3UG200,otros_consumo,,,paquete,,1.0,0.89,0.89,21.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,PLA LLANO MODERN MPRO25X25CMx6,otros_consumo,,Metro Professional,pack,6ud,1.0,28.5,28.5,21.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,CENICERO NGR MELAM MPRO 10X3CM,otros_consumo,,Metro Professional,pack,6ud,2.0,21.15,42.3,21.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,CUCHARA CAFE ESCAND ARO X24,otros_consumo,,Aro,pack,24ud,3.0,2.95,8.85,21.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,BANDEJA C/ PINZA P/ NOTAS,otros_consumo,,,ud,,12.0,3.68,44.16,21.0
1PAL9DMqGkWxLVOGdloA9xo6bkmI9B1KO,Makro,2026-07-04,BANDEJA OVAL BORDE VUELTO 30CM,otros_consumo,,,ud,,16.0,4.19,67.04,21.0
13vJ1FdSWyE0QVolMn1e2IRHUSX3RWDE4,Miguel Merino Distribuciones SL,2026-07-06,"CLASE AZUL TEQUILA REPOSADO 0,7L(6U)",bebida,alcohol,Clase Azul,botella,70cl,2.0,154.45,308.9,21.0
1BG4aomnDu4RWLC5C1RhAOBZZ5zsus-O9,Miguel Merino Distribuciones SL,2026-07-06,"CLASE AZUL TEQUILA PLATA 0,7L(6U)",bebida,alcohol,Clase Azul,botella,70cl,-2.0,96.85,-193.7,21.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,ENSALADILLA,comida,,,ud,,1.0,3.5,3.5,10.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,COCA COLA ZERO,bebida,refresco,Coca-Cola,botella,,1.0,2.5,2.5,10.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,"AGUA LANJARON 0,5 L.",bebida,agua,Lanjarón,botella,"0,5L",1.0,2.5,2.5,10.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,CAÑON,bebida,cerveza,,servida,,1.0,2.7,2.7,10.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,PAN Y PICOS,comida,,,ud,,2.0,1.2,2.4,10.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,CAFE CORTADO,bebida,otros,,ud,,1.0,1.8,1.8,10.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,CAFE LECHE,bebida,otros,,ud,,1.0,1.8,1.8,10.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,DOBLADILLO,comida,,,ud,,1.0,4.0,4.0,10.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,POLLO AL CURRY,comida,,,ud,,1.0,4.0,4.0,10.0
1Pf19grJlgKJHfIJ9uyTiQto2wqxmUX34,Hostelera Plato al Centro SLU,2026-07-02,GUNKAN,comida,,,ud,,4.0,3.0,12.0,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,CUBO GILDA ANCHOA,comida,,,cubo,,3.0,14.5,43.5,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,CECINA BLACK ANGUS (LOTE L455) 03/01/27,comida,,,ud,,10.0,4.5,45.0,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,GILDA MISTA CEBOLLITA,comida,,,ud,,3.0,18.0,54.0,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,BANDERILLAS ATUN Y QUESO,comida,,,ud,,3.0,12.5,37.5,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,ANCHOAS R 00,comida,,,ud,,2.0,35.0,70.0,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,MOJAMA EXTRA,comida,,,ud,,12.0,2.5,30.0,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,PALETA IBERICA CAMPO CUCHILLO,comida,,,kg,,1.08,12.0,12.96,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,CHICHARRON DE CAI,comida,,,kg,,1.9,16.0,30.4,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,SARDINAS MENU,comida,,,ud,,4.0,13.0,52.0,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,MEJILLONES COCIDOS CUBO,comida,,,cubo,,2.0,22.7,45.4,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,ATUN AHUMADO,comida,,,ud,,4.0,12.5,50.0,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,JAMON COCIDO,comida,,,kg,,2.1,16.0,33.6,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,QUESO PAYOYO,comida,,Payoyo,kg,,1.2,28.0,33.6,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,QUESO PIMENTON,comida,,,kg,,1.0,28.0,28.0,10.0
1JNsXbcn-eAkojEVNozxlktrGkbolnjpP,Jamones La Encina (Javier Quintero),2026-06-01,QUESO AMONTILLADO,comida,,,kg,,1.45,28.0,40.6,10.0
18jPUAORO_zVRyK4LKWbj6C_d2MEFJTS0,Hostelera Plato al Centro SLU,2026-06-30,PIMIENTOS RELLENOS,comida,,,ud,,1.0,4.0,4.0,10.0
18jPUAORO_zVRyK4LKWbj6C_d2MEFJTS0,Hostelera Plato al Centro SLU,2026-06-30,ENSALADILLA,comida,,,ud,,1.0,3.5,3.5,10.0
18jPUAORO_zVRyK4LKWbj6C_d2MEFJTS0,Hostelera Plato al Centro SLU,2026-06-30,1/2 TOSTA CUATROPASO,comida,,,ud,,1.0,10.0,10.0,10.0
18jPUAORO_zVRyK4LKWbj6C_d2MEFJTS0,Hostelera Plato al Centro SLU,2026-06-30,CAÑA,bebida,cerveza,,servida,,3.0,2.5,7.5,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,CUBO GILDA ANCHOA,comida,,,cubo,,3.0,14.5,43.5,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,CECINA BLACK ANGUS (LOTE L455) 03/01/27,comida,,,kg,,10.8,45.0,486.0,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,GILDA MISTA CEBOLLITA,comida,,,cubo,,3.0,18.0,54.0,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,BANDERILLAS ATUN Y QUESO,comida,,,ud,,3.0,12.5,37.5,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,ANCHOAS R 00,comida,,,ud,,2.0,35.0,70.0,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,MOJAMA EXTRA,comida,,,ud,,12.0,2.5,30.0,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,PALETA IBERICA CAMPO CUCHILLO,comida,,,kg,,1.08,12.0,12.96,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,CHICHARRON DE CAI,comida,,,kg,,1.9,16.0,30.4,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,SARDINAS MENU,comida,,,ud,,4.0,13.0,52.0,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,MEJILLONES COCIDOS CUBO,comida,,,cubo,,2.0,22.7,45.4,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,ATUN AHUMADO,comida,,,ud,,4.0,12.5,50.0,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,JAMON COCIDO,comida,,,kg,,2.1,16.0,33.6,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,QUESO PAYOYO,comida,,Payoyo,kg,,1.2,28.0,33.6,10.0
1l8GydrLSRqDju_znls1aJ7eWw3mPGy0m,Jamones La Encina (Javier Quintero),2026-06-01,QUESO PIMENTON,comida,,,kg,,1.0,28.0,28.0,10.0
1PBoxpFczuyY0HPNaf0d09IQQf0mCeEAM,Picking Gades SL,2026-06-02,Tocino cielo lata 120g (C/14 uds) Tragus,comida,,Tragus,caja,14x120g,1.0,33.4,33.4,10.0
1PBoxpFczuyY0HPNaf0d09IQQf0mCeEAM,Picking Gades SL,2026-06-02,Dos chocolates lata 120g (C/14 uds) Tragus,comida,,Tragus,caja,14x120g,1.0,33.4,33.4,10.0
1PBoxpFczuyY0HPNaf0d09IQQf0mCeEAM,Picking Gades SL,2026-06-02,Limoncello lata 120g (C/14uds) Tragus,comida,,Tragus,caja,14x120g,1.0,33.4,33.4,10.0
1PBoxpFczuyY0HPNaf0d09IQQf0mCeEAM,Picking Gades SL,2026-06-02,Queso frambuesa lata 120g (C14 uds) Tragus,comida,,Tragus,caja,14x120g,1.0,33.4,33.4,10.0
1Trw4rcgjume9lm1R6sddbf82ZGSKoXmI,Picking Gades SL,2026-06-02,Steak tartar ultracongelado 135 gr. (12 und/caja),comida,,,caja,12x135g,1.0,57.2658,57.27,10.0
