message_id,fecha_email,remitente,asunto,adjunto_original,archivo_local,sha256,bytes,estado,drive_id,notas
<6a454ec4.63f164f9.183dd1.ea1bSMTPIN_ADDED_MISSING@mx.google.com>,2026-07-01,"""Ipasur licores & vinos"" <administracion@ipasur.com>",factura : Envío de facturas de venta,FA534.pdf,2026-07-01_ipasur_FA534.pdf,14f3920d4a225f86e19a52cd15f12b62dc25f7ce965ba344cdb19917aa740976,31819,descargado,,
<6a4517f2.bc09bac8.1998a6.1b53SMTPIN_ADDED_MISSING@mx.google.com>,2026-07-01,"""Hostelclinic"" <administracion@hostelclinic.es>",Factura : FA1983,FA1983.pdf,2026-07-01_hostelclinic_FA1983.pdf,be4fc0538577cc31c61fb7a3323beb93a16d14fb3512ea619b3a8c52858cd98d,67138,descargado,,
<18d598053c0bc5ed0bad95d43d546f175ff893c9-10004962-100081937@google.com>,2026-07-01,Google Payments <payments-noreply@google.com>,Google Workspace: tu factura de dinguiclub.com está disponible,5609868288.pdf,2026-07-01_google_5609868288.pdf,8869f4af2b7be230474188f29e21ac6268e15b92a4cccb8b223d44e01aca6573,63152,subido_drive,1nh73_oXvfB0m3k0_2S_LQt6kJ5Auno7L,
<I6SO8V08OTU4.28BKKLDBE6RP1@localhost>,2026-07-01,MGS Mobile Reparto <administracion@guadalete.com.es>,GUADALETE DISTRIBUCION Y LOGISTICA S.L.U. Entrega realizada en DINGUI,1782910256383.pdf,2026-07-01_guadalete_1782910256383.pdf,bae57843f545dc823ce05721ed8e975d8e98a665e17c27fec8361bfc6b47fcb2,137408,descargado,,
<6a44e5ee.dd310e16.279ee7.2c44SMTPIN_ADDED_MISSING@mx.google.com>,2026-07-01,administracion@melgarejoehijos.com,Factura N2971 30/06/2026 DINGUI,Factura N2971 30/06/2026 DINGUI.pdf,2026-07-01_melgarejoehijos_Factura-N2971-30-06-2026-DINGUI.pdf,815328ab78e6a5698160486ab0b9b4060e71998a78109a667534a627e243c52d,15764,subido_drive,14HnO1zDW2wyRdOCj5DA2g6CKE3FLW0Ou,
<BBC118BF-E8BE-4297-AA5D-65717BB4B993@unic-hosteleria.com>,2026-06-30,Jose Luis Aguilar - UNIC <jlaguilar@unic-hosteleria.com>,Facturas,Facturas.pdf,2026-06-30_unic-hosteleria_Facturas.pdf,31faa78968a4778f43706cc4187de0ae7da7593cd2ec7b975f02374a07f71944,198712,duplicado_registro,,
<GVYP280MB123846692AA0848F57718FE7A7EB2@GVYP280MB1238.SWEP280.PROD.OUTLOOK.COM>,2026-06-26,FRANCISCO DIEGO ARAGON <fdiegoraima@gmail.com>,"PRESUPUESTO LIMPIEZA DISCOTECA PUERTO SANTA MARIA VISTAHERMOSA A LA
 ATT DE BORJA ",image.png,2026-06-26_gmail_image.png,20235cfee30a728ff39a8c54a689087b3777988d3937268153971060397846b0,26714,descartado,,
<GVYP280MB123846692AA0848F57718FE7A7EB2@GVYP280MB1238.SWEP280.PROD.OUTLOOK.COM>,2026-06-26,FRANCISCO DIEGO ARAGON <fdiegoraima@gmail.com>,"PRESUPUESTO LIMPIEZA DISCOTECA PUERTO SANTA MARIA VISTAHERMOSA A LA
 ATT DE BORJA ",PRESUPUESTO LIMPIEZA LOCAL DISCOTECA BORJA VISTAHERMOSA.pdf,2026-06-26_gmail_PRESUPUESTO-LIMPIEZA-LOCAL-DISCOTECA-BORJA-VISTAHERMOSA.pdf,cb14716906d5a8e2a3e29810fcf92414911aaaf881cfb682ced390edae116178,323875,descartado,,
<E6B4433B-46F5-4372-B258-B844193AA313@icloud.com>,2026-06-25,Laura Hernandez Gomez de Ramón <mariagallegoflores30@icloud.com>,Currículum María Gallego ,image0.jpeg,2026-06-25_icloud_image0.jpeg,fbcfec8ef29a23ff82d617b072f7e9e9df2c4cc27ee663fc2d673274e9aec195,278549,descartado,,
<BAAFD408-29E3-40D3-ADBF-5AAD2FBD2016@icloud.com>,2026-06-25,Manuela Carvajal <manuelacar@icloud.com>,Currículum Manuela Carvajal ,Manuela Carvajal Izquierdo-5.pdf,2026-06-25_icloud_Manuela-Carvajal-Izquierdo-5.pdf,6d50c385ece25b487e882e7b2c4c026d1ef2ebe89ade305f0a9c651b3ce3db45,172745,descargado,,
<AM9P195MB112366E3223B223E060F3302CFEC2@AM9P195MB1123.EURP195.PROD.OUTLOOK.COM>,2026-06-25,Barter Consultancy <info@barteragencia.com>,FACTURA DINGUI JUN,1542026 DINGUI JUN.pdf,2026-06-25_barteragencia_1542026-DINGUI-JUN.pdf,dca8320122cb180390d61e16dbe925c137216ba50ce1e0e7fa8eef0cc89f52b7,204102,descargado,,
<CAERF7yxmDchEAdnZxc9a7EVrpX+i8WQd3SnpsnDiQQh3ne+M_A@mail.gmail.com>,2026-06-23,Pablo Grandes <pablograndesc@gmail.com>,Melgarejo Distribuidores de bebidas,IMG_1940.jpeg,2026-06-23_gmail_IMG_1940.jpeg,5074d527eed5c8fa6b52a7ec622131f83c6e53de64245aaf3e031dd0b7d94b83,3718312,descartado,,
<CAERF7yxmDchEAdnZxc9a7EVrpX+i8WQd3SnpsnDiQQh3ne+M_A@mail.gmail.com>,2026-06-23,Pablo Grandes <pablograndesc@gmail.com>,Melgarejo Distribuidores de bebidas,IMG_1939.jpeg,2026-06-23_gmail_IMG_1939.jpeg,acf6192297f420b62cf1e135935c519e761033da326191cb4b8e4d048fd14c94,4030345,descartado,,
<AM6PR03MB43903FABFEAEA0CA9B6FFA1AB2EE2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-06-23,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>",Adjuntamos las siguientes facturas: 18826/26A,FACT18826_26A.pdf,2026-06-23_distribucionesmerino_FACT18826_26A.pdf,7d16ac9325a410c1a158cdee0144d46dfca5f01ef691ce314ec75edd56d814bd,55705,descargado,,
<AM6PR03MB43903FABFEAEA0CA9B6FFA1AB2EE2@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-06-23,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>",Adjuntamos las siguientes facturas: 18826/26A,FACT18826_26A_Albaranes.pdf,2026-06-23_distribucionesmerino_FACT18826_26A_Albaranes.pdf,961afbd55aaac809fd5488b29cb2bce06656a07ba886bfb3a0d82096c427815a,131550,descartado,,
<Q0MHH7TGKTU4.57KY2MRDKS2I2@sign2>,2026-06-19,Documentacion Refrival <no-replyinfod@refrival.com>,REFRIVAL SA: Documentacion firmada HK_CESION_050002185549_0000404507,HK_CESION_050002185549_0000404507.pdf,2026-06-19_refrival_HK_CESION_050002185549_0000404507.pdf,e9569bec2bc492a88ea33c853f23a8586b9be443b7536292834fd6e648c2e00d,4237148,descartado,,
<d0cc7d84-d676-43a2-9a82-349a2e725b8b@cdg3s51mta0535.xt.local>,2026-06-18,"""vidaXL"" <mipedido@email.vidaxl.com>",Tu factura del pedido de vidaXL #0034001698515,vidaXL factura 0034001698515.pdf,2026-06-18_email_vidaXL-factura-0034001698515.pdf,2e7f3ae747847458d591719e829d5647e992ebc623e30d3033ecb543cdb2bf60,18552,descargado,,
<UZ1BESF8KTU4.YWA43SJC0EZF2@localhost>,2026-06-18,MGS Mobile Reparto <administracion@guadalete.com.es>,GUADALETE DISTRIBUCION Y LOGISTICA S.L.U. Entrega realizada en DINGUI,1781784945883.pdf,2026-06-18_guadalete_1781784945883.pdf,f1f55e361f7a4dd2d2146b4cafab469ba1313a4cad567d2ce5b63251c408d618,93660,subido_drive,1f0UiZ-U_IX52fZ6gv_-xDEXse299KJ0D,
<CAFuusn6d-KkAXNwh-0H4t1KEmemAOY5csfZ9VQCcXk4XkD0BkQ@mail.gmail.com>,2026-06-17,Borja Ybarra <info@dinguiclub.com>,Carta Dingui,PLANO MESAS 2.png,2026-06-17_dinguiclub_PLANO-MESAS-2.png,b0f47e6d8e11bf0e723080466e837aff64b8878d706f1397fd7c655905fe356f,111397,descartado,,
<a8696424-7411-4a57-a43b-e18b4803508e@cdg3s51mta0539.xt.local>,2026-06-17,"""vidaXL"" <mipedido@email.vidaxl.com>",Tu factura del pedido de vidaXL #0034001698515,vidaXL factura 0034001698515.pdf,2026-06-17_email_vidaXL-factura-0034001698515.pdf,bd7d95d2e1bbcb9eaf8f90d556fe4e5f365162d689eda391f6013f958f851e24,18861,descargado,,
<5b8cb4c6-ae1a-413c-b6ae-fd2afd7a51b4@cdg3s51mta0537.xt.local>,2026-06-15,"""vidaXL"" <mipedido@email.vidaxl.com>",Gracias por tu pedido #0034001698515 en vidaXL,Modelo de formulario de desistimiento.pdf,2026-06-15_email_Modelo-de-formulario-de-desistimiento.pdf,e4cca1274b53edaa070409e539e94dc42008282b6edf9adc497b732193acf50f,126013,descartado,,
<0113019ebae18800-ab8a9333-2768-4091-9204-3d3ca8c15402-000000@eu-west-3.amazonses.com>,2026-06-12,info@O2online.es,Notificación de O2,Contrato O2.pdf,2026-06-12_O2online_Contrato-O2.pdf,87a2b5ea53807ef6329afcf3df99c96216b04e7fee6d2ce8394f3ee17d7b7f09,58436,descartado,,
<0113019ebae16ff3-d93b1d6e-a528-4430-b63a-6cd85fc342b0-000000@eu-west-3.amazonses.com>,2026-06-12,info@O2online.es,Solicitud de alta en O2,Contrato O2.pdf,2026-06-12_O2online_Contrato-O2.pdf,dddbdc93c0dacb5192e2f990b98a5fbd4d68fb90d6eead56e0f51af301d4cff3,58437,descartado,,
<0113019ebae16ff3-d93b1d6e-a528-4430-b63a-6cd85fc342b0-000000@eu-west-3.amazonses.com>,2026-06-12,info@O2online.es,Solicitud de alta en O2,O2 - Condiciones Generales Del Servicio O2 Móvil.pdf,2026-06-12_O2online_O2---Condiciones-Generales-Del-Servicio-O2-Movil.pdf,0848a14eb1eb54a21f797dd6378d8437f3883737ad09945de9181c249f3c4c71,59207,descartado,,
<0113019ebae16ff3-d93b1d6e-a528-4430-b63a-6cd85fc342b0-000000@eu-west-3.amazonses.com>,2026-06-12,info@O2online.es,Solicitud de alta en O2,O2 - Condiciones Particulares Para Clientes Empresa Y Autónomos.pdf,2026-06-12_O2online_O2---Condiciones-Particulares-Para-Clientes-Empresa-Y-Autono,d960ac55f304f5fe77697bc9886812bd82a63291c88aea0dccf66157d5e83c35,36595,descartado,,
<0113019ebae0d746-99df00f8-e13d-484c-b9ca-9167d2a18ea8-000000@eu-west-3.amazonses.com>,2026-06-12,info@O2online.es,Resumen de los productos de O2,resumenes de contrato/Resumen Contrato Móvil 100GB.pdf,2026-06-12_O2online_resumenes-de-contrato-Resumen-Contrato-Movil-100GB.pdf,fe24dd1b6d012f71231539419a5f8169b80ba2593e18052535e2d2ae209740fa,63300,descartado,,
<F52Zcno_-c8nCA7yn_aQaw@clickandsign.eu>,2026-06-09,Getnet Europe (a Santander company) <sign@clickandsign.eu>,Contrato firmado TPV,ANEXO TIPSI NUEVO VH SL_signed.pdf,2026-06-09_clickandsign_ANEXO-TIPSI-NUEVO-VH-SL_signed.pdf,347aa3ed48b108b898db8b62b9021753691ce628bc80113c20bb171451de3bdc,696064,descargado,,
<20260609142544.63ea4c3e33f8dec1@eu.holded.com>,2026-06-09,"""FUTURE IS AN ATTITUDE S.L."" <no-reply@eu.holded.com>",Factura A2606986 de FUTURE IS AN ATTITUDE S.L.,A2606986.pdf,2026-06-09_eu_A2606986.pdf,306eeacb5093848f787ffa3374dde15c805f81c8a6099812540ba16187d237ed,45272,descargado,,
<!&!AAAAAAAAAAAYAAAAAAAAAJtmdkjaOZpIuwpbIkFQZn3CgAAAEAAAAOhpDrVmltdGoryoWR7DXFwBAAAAAA==@pickingcadiz.com>,2026-06-09,<contabilidad@pickingcadiz.com>,Factura Nuevo VH S.L. - Factura Nº 2026001974,Factura Cliente Nº 2026001974 [0001-001].pdf,2026-06-09_pickingcadiz_Factura-Cliente-No-2026001974-0001-001-.pdf,c04089a488191c39c1165747f89653d7fd3d483eb5e0f426e402caaf70cefc08,36949,descargado,,
<94454166.559817.1780954621185@megaout.megamail.lacaixa.es>,2026-06-08,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-06-08_caixabank_comprobante.pdf,06b4d1dbc12b918c1c24232718bdf9034d26b14ec84b8dbb75456dfd762f9311,24569,comprobante_banco,,
<CAJzrjr1RG6h0SYSmHS+P7=aQ+jjnyLpXOrv3N1vpwiDM+W71pw@mail.gmail.com>,2026-06-08,Administracion Prezo <administracion@prezo.es>,¡Aquí tienes la cuenta ! 🧾,PRO2603905 NUEVO VH SL -RESTAURANTE DINGUI.pdf,2026-06-08_prezo_PRO2603905-NUEVO-VH-SL--RESTAURANTE-DINGUI.pdf,2aefd089303c38da2012801f9d7546167ca705be5feb2eba807f5ac204f7e78a,45018,descargado,,
<601797696.449576.1780872939410@megaout.megamail.lacaixa.es>,2026-06-08,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-06-08_caixabank_comprobante.pdf,69bbc3fb40b25c4b7bf8c05e92b12e90bdfb943b6ea12816b3cf3f1ecd9eb2cd,24586,comprobante_banco,,
<_eTZxlHs03B4_-RqaRs2Fg@clickandsign.eu>,2026-06-05,Getnet Europe (a Santander company) <sign@clickandsign.eu>,Contrato firmado TPV,CONTRATO DISCOTECA DINGUI_signed.pdf,2026-06-05_clickandsign_CONTRATO-DISCOTECA-DINGUI_signed.pdf,d2390944444b76f0b9f1405def23c7f7e94f953aabecf20b1685866961d07790,6808793,descartado,,
<1445480885.1021711.1780651848621@megaout.megamail.lacaixa.es>,2026-06-05,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-06-05_caixabank_comprobante.pdf,b38e2c8ede170d5c1fbf2af5c4186c10c8d71059bd09fae4fe59208328ccc582,24582,comprobante_banco,,
<385949981.1227034.1780416514182@megaout.megamail.lacaixa.es>,2026-06-02,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-06-02_caixabank_comprobante.pdf,d4b1d0d0c55c0c05ad0dab5ceb1093a17b28f030c7c1353782ea8a90605c4991,24572,comprobante_banco,,
<!&!AAAAAAAAAAAYAAAAAAAAAJtmdkjaOZpIuwpbIkFQZn3CgAAAEAAAABmM7aFsYgtPlNihR4JT+10BAAAAAA==@pickingcadiz.com>,2026-06-02,<contabilidad@pickingcadiz.com>,Factura Nuevo VH S.L. - Factura Nº 2026001801,Factura Cliente Nº 2026001801 [0001-001].pdf,2026-06-02_pickingcadiz_Factura-Cliente-No-2026001801-0001-001-.pdf,edc3d98902549887086a4315909a5545842d86fa9ae14f49e75ef48537a752a0,38377,descargado,,
<!&!AAAAAAAAAAAYAAAAAAAAAJtmdkjaOZpIuwpbIkFQZn3CgAAAEAAAAPJYhyCH+V1HpEmQLPdI/TABAAAAAA==@pickingcadiz.com>,2026-06-02,<contabilidad@pickingcadiz.com>,Factura Nuevo VH S.L. - Factura Nº 2026001809,Factura Cliente Nº 2026001809 [0001-001].pdf,2026-06-02_pickingcadiz_Factura-Cliente-No-2026001809-0001-001-.pdf,aef4626add70922fae7fc22c0f1e81b492ca5c2854bde46e4946be43b76be794,37014,descargado,,
<!&!AAAAAAAAAAAYAAAAAAAAAJtmdkjaOZpIuwpbIkFQZn3CgAAAEAAAAIYuCbh+cnlOvHzovZha/68BAAAAAA==@pickingcadiz.com>,2026-06-02,<contabilidad@pickingcadiz.com>,Factura Nuevo VH S.L. - Factura Nº 2026001808,Factura Cliente Nº 2026001808 [0001-001].pdf,2026-06-02_pickingcadiz_Factura-Cliente-No-2026001808-0001-001-.pdf,622035a0f8635c895d0dacc6fa5bce7c36cc3435d6c3e1f5e32e90e4ef2d7328,37378,descargado,,
<VI1PR08MB53587942ADE128E1640B110FBD152@VI1PR08MB5358.eurprd08.prod.outlook.com>,2026-06-01,JAVIER QUINTERO JAMONES LA ENCINA <jamoneslaencina@hotmail.com>,FACTURA PEDIDO LA ENCINA,VH.pdf,2026-06-01_hotmail_VH.pdf,26f9909d4eeeb8ad7291095f1be17c8f3bafe07fe9147085f8deb84d4c12ae68,33093,duplicado_registro,,
<0665c8b22243e0a87e887c9fbd5eea9842495003-10004962-100081937@google.com>,2026-06-01,Google Payments <payments-noreply@google.com>,Google Workspace: tu factura de dinguiclub.com está disponible,5587001873.pdf,2026-06-01_google_5587001873.pdf,63ad097122cbe413050db7f18a03e1b167741bf6079fa0c7a7bb3c4d5c608145,63399,subido_drive,1NNMc2sqEij-NH0CdT6sr26fOC31QQ4x_,
<6a1d521d.ab481ff7.37211c.31fcSMTPIN_ADDED_MISSING@mx.google.com>,2026-06-01,administracion@melgarejoehijos.com,[SPAM] Factura N2394 31/05/2026 DINGUI,Factura N2394 31/05/2026 DINGUI.pdf,2026-06-01_melgarejoehijos_Factura-N2394-31-05-2026-DINGUI.pdf,f707f85504c90a17d8d8052bc9c0d5946a7fd18d62abed499b3eba51d00c368b,8394,subido_drive,1odcrHoVOJ_yM8BypYRktxYpoR4LxTLm9,
<16506702ccb042bea7558d9df9eac347@eumail.docusign.net>,2026-05-31,"""Marta Raya a través de Docusign"" <dse@eumail.docusign.net>",Completado: Documentos para su firma mediante DocuSign,ESPAÑA - SEPA_Dingui - Standard 2025 - NUEVO VH S.L.pdf,2026-05-31_eumail_ESPANA---SEPA_Dingui---Standard-2025---NUEVO-VH-S.L.pdf,0ddd1a6f03e8311996c19b5c9ab41454dec679af7102970c615ed5d77d102f1f,578713,descartado,,
<20260528152845.9f50e6cde90b1b11@eu.holded.com>,2026-05-28,Departamento de Administración Miss Tipsi<no-reply@eu.holded.com>,Factura Nuevos Clientes Tipsi,F267112.pdf,2026-05-28_eu_F267112.pdf,d28504a39e2d7ca18e3e1d151d5242308b9d593140d440a6a31a5ec8d6ffcd1f,85051,descargado,,
<20260528152845.4d8947b2e0ea92c6@eu.holded.com>,2026-05-28,Departamento de Administración Miss Tipsi<no-reply@eu.holded.com>,Factura Nuevos Clientes Tipsi,F267113.pdf,2026-05-28_eu_F267113.pdf,940cdf41bb691dd18d59460913914fbd5ed4429c72fc0d43f8e14bf81f057231,83034,descargado,,
<617418021.507576.1779964645828@megaout.megamail.lacaixa.es>,2026-05-28,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-05-28_caixabank_comprobante.pdf,9f3c1f65ce0c5a3b115af451549a03be2cbc8e0259c7611d3d915783d74f2365,24576,comprobante_banco,,
<1760878148.715494.1779962335240@megaout.megamail.lacaixa.es>,2026-05-28,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-05-28_caixabank_comprobante.pdf,5a89e09e6c893d9d9ded20053f91d94bddc741028f5618cd65cab2570bed0641,24591,comprobante_banco,,
<782336699.593502.1779895003738@megaout.megamail.lacaixa.es>,2026-05-27,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-05-27_caixabank_comprobante.pdf,9ca161366fba74c9063605e5ee86a0a6de062094b9f58dd7a376731b6e1d4225,24572,comprobante_banco,,
<0113019e66049bfe-4da7cad3-d057-4ba8-8cce-48c0b501b193-000000@eu-west-3.amazonses.com>,2026-05-26,info@O2online.es,Notificación de O2,Contrato O2.pdf,2026-05-26_O2online_Contrato-O2.pdf,1919eb38a546e4c3c8444c30cfcb27356aec8e40446c0badcca5dc7be6214369,95250,descartado,,
<0113019e66048392-ba0532ae-3987-49ee-a491-abdc3a6a5ef6-000000@eu-west-3.amazonses.com>,2026-05-26,info@O2online.es,Solicitud de alta en O2,Contrato O2.pdf,2026-05-26_O2online_Contrato-O2.pdf,6faf5c5f7c52a55ddbe0d6676af006ecd175b4dfce4d180ea48d902dac2f6cfd,95250,descartado,,
<0113019e66048392-ba0532ae-3987-49ee-a491-abdc3a6a5ef6-000000@eu-west-3.amazonses.com>,2026-05-26,info@O2online.es,Solicitud de alta en O2,O2 - Condiciones Generales Del Servicio O2 Fibra.pdf,2026-05-26_O2online_O2---Condiciones-Generales-Del-Servicio-O2-Fibra.pdf,b1718900c7f61bc490b21d6e328b832eef205690f7f17809a0a50d404f4a98f9,104564,descartado,,
<0113019e6603d6b8-2a9f8cb6-2612-432e-af62-25776a241f46-000000@eu-west-3.amazonses.com>,2026-05-26,info@O2online.es,Resumen de los productos de O2,resumenes de contrato/Resumen Contrato Fibra 1Gb + 120GB.pdf,2026-05-26_O2online_resumenes-de-contrato-Resumen-Contrato-Fibra-1Gb-120GB.pdf,74af5eeb1337df320e8bc7e2608d6d259c44bf08e80a2daf3c38dcb35439e359,68396,descartado,,
<643351562.182054.1779748512906@megaout.megamail.lacaixa.es>,2026-05-26,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-05-26_caixabank_comprobante.pdf,31f60653356b6d07c9d02aed109324e7929109ee974c520092257e2f1645de81,24584,comprobante_banco,,
<2012602760.232861.1779433377801@megaout.megamail.lacaixa.es>,2026-05-22,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-05-22_caixabank_comprobante.pdf,343deb529709d0661241387b1e185e371c71270bee847cd727251618cc3c2a82,24586,comprobante_banco,,
<6f2c4770c52efaa2b415d43a761bd3d3@opina.caixabank.com>,2026-05-20,CaixaBank <opina@caixabank.com>,Seguimos interesados en escuchar tu opinión,mail.jpg,2026-05-20_caixabank_mail.jpg,12e95de6023b989a2b32d4aa565c13069f7ef927a86c2af0ac3ae9731c2594d7,78612,comprobante_banco,,
<150645922.212960.1778866212033@megaout.megamail.lacaixa.es>,2026-05-15,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-05-15_caixabank_comprobante.pdf,ee0a3769e648061d1cf25e443e02bda5fcf47cc41dec99a0a155ac631c85702f,24572,comprobante_banco,,
<021901dce3b1$353c67e0$9fb537a0$@numier.com>,2026-05-14,<comercial@numier.com>,Propuesta NUMIER TPV/DOJO - DINGUI - Puerto de Santa Maria,PR2605-18232- Dingui.pdf,2026-05-14_numier_PR2605-18232--Dingui.pdf,cfa6f0b73fd17e0c122a010f9e9b08cf97f5d46002f3d6738913d4c1cce03d5e,35400,descartado,,
<021901dce3b1$353c67e0$9fb537a0$@numier.com>,2026-05-14,<comercial@numier.com>,Propuesta NUMIER TPV/DOJO - DINGUI - Puerto de Santa Maria,EXCLUSIVO  NUMIER - DOJO - MAYO 2026.pdf,2026-05-14_numier_EXCLUSIVO-NUMIER---DOJO---MAYO-2026.pdf,d8162dff5086d41d815b52766713282593f1a5b92190066c6a8f1bdf22a6f0e1,518751,descartado,,
<021901dce3b1$353c67e0$9fb537a0$@numier.com>,2026-05-14,<comercial@numier.com>,Propuesta NUMIER TPV/DOJO - DINGUI - Puerto de Santa Maria,FICHA CLIENTE DOJO EDITABLE.pdf,2026-05-14_numier_FICHA-CLIENTE-DOJO-EDITABLE.pdf,fae9d66eea904b1cd5d9e1166ef520b07baf5508c36ee171e268a7d3f6ce3eb0,122284,descartado,,
<1317939098.1461062.1778528817884@megaout.megamail.lacaixa.es>,2026-05-11,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-05-11_caixabank_comprobante.pdf,57df4b311e7877893801331d53c5397cb8e225bbea207447c41317112f433729,26219,comprobante_banco,,
<844831302.186787.1778245269208@megaout.megamail.lacaixa.es>,2026-05-08,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-05-08_caixabank_comprobante.pdf,94b21dd0cdcd19ff9c26cd8c0aaea3ec250f80005b9c5c489c17044f850d1518,24569,comprobante_banco,,
<627018025.630069.1778147462656@megaout.megamail.lacaixa.es>,2026-05-07,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-05-07_caixabank_comprobante.pdf,8d7acad9f07d3f9bca01f15f8d02f330327a7ba2a10b1aa7181354a2d11d9f47,24577,comprobante_banco,,
<4b5099c4e3bff1fcf7a3d56bb2b2cd5725767c5d-10004962-100081937@google.com>,2026-05-02,Google Payments <payments-noreply@google.com>,Google Workspace: tu factura de dinguiclub.com está disponible,5560923357.pdf,2026-05-02_google_5560923357.pdf,8884871cac4c8e82efe0d2c3fcc08fd36b00a6d85f544fe3cb293a52f9f21d69,63184,descargado,,
<557281129.292636.1777543723532@megaout.megamail.lacaixa.es>,2026-04-30,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-04-30_caixabank_comprobante.pdf,471dab2588ea1e053856ef4dd015615e7483a2da6f7270a569bde207e4a0c1f7,24583,comprobante_banco,,
<541022734.317961.1777538844682@megaout.megamail.lacaixa.es>,2026-04-30,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-04-30_caixabank_comprobante.pdf,73a4befaf89a4f366082d880476795ca736e063d40fcdb4cbcc38643c5551637,24585,comprobante_banco,,
<244815367.482390.1777536737430@megaout.megamail.lacaixa.es>,2026-04-30,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-04-30_caixabank_comprobante.pdf,76f316be133d88abaa7ae83dc995b888ff9def908e253e44fee92ef0c719cf8e,24579,comprobante_banco,,
<81368589.481012.1777536409958@megaout.megamail.lacaixa.es>,2026-04-30,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-04-30_caixabank_comprobante.pdf,a59c44c075a25ece7681b8be3a95959feed693a9ca2767aa238680b2ba081548,24572,comprobante_banco,,
<1656778797.396160.1777534964550@megaout.megamail.lacaixa.es>,2026-04-30,info@caixabank.es,Comprobante transferencia,comprobante.pdf,2026-04-30_caixabank_comprobante.pdf,844d25662fd95d04b80388c6aab2731e0a4c5343f83063f1897b9a6a08003ff0,24575,comprobante_banco,,
<AM6PR03MB43900868D2DD8145BBA66A12B2D42@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-08-04,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>",Adjuntamos las siguientes facturas: 24088/26A,FACT24088_26A.pdf,2026-08-04_distribucionesmerino_FACT24088_26A.pdf,770162aecc5ea019bb58618edb1c55367e9880db75721101c3bb628511cbf9a0,51839,subido_drive,1cHuRPd1xPNU6fJUQxyhKnHmzOJYt3-Ys,
<AM6PR03MB43900868D2DD8145BBA66A12B2D42@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-08-04,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>",Adjuntamos las siguientes facturas: 24088/26A,FACT24088_26A_Albaranes.pdf,2026-08-04_distribucionesmerino_FACT24088_26A_Albaranes.pdf,b7b305d7d9d8e18f520a81daa3233e278b1e44cd366009dd619bebdd7a7b82ba,89794,descartado,,
<AM6PR03MB43904C69769448FE70F10FB7B2D42@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-08-04,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 24033/26A, 24065/26A",FACT24033_26A.pdf,2026-08-04_distribucionesmerino_FACT24033_26A.pdf,6884f8f0ca3c434b242709fe8d9f68e8be7b06e33cfda384f57f81ee04cde209,52490,subido_drive,1ZxB6Y3Lx_13vEfWByxVNV9XH3W4bDfxX,
<AM6PR03MB43904C69769448FE70F10FB7B2D42@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-08-04,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 24033/26A, 24065/26A",FACT24033_26A_Albaranes.pdf,2026-08-04_distribucionesmerino_FACT24033_26A_Albaranes.pdf,b58e27c1d1ff957a0530183d7cd62478ccab867c51f25bb783aeff3fae81ff3d,81850,descartado,,
<AM6PR03MB43904C69769448FE70F10FB7B2D42@AM6PR03MB4390.eurprd03.prod.outlook.com>,2026-08-04,"""info@distribucionesmerino.com"" <info@distribucionesmerino.com>","Adjuntamos las siguientes facturas: 24033/26A, 24065/26A",FACT24065_26A.pdf,2026-08-04_distribucionesmerino_FACT24065_26A.pdf,0f133f4e4d32e1ce827a9b56e8ebe1000b91099bb7804c856646846319b2d59a,51675,subido_drive,1ryCdMbIuMUZmF7dJq9UZBxy3r5J6KtXh,
