fecha,dia_semana,flag,barra1_efectivo,barra1_visas,barra1_total,barra1_z,barra1_descuadre,reservados_efectivo,reservados_visas,reservados_total,taquilla_efectivo,taquilla_visas,taquilla_total,total_efectivo,total_visas,total_cierre,total_z,total_descuadre,barras,puerta,fourvenues,otras,total_caja,reservados_importe,listas_total,cajas_refresco,cajas_cerveza,mercaderias_pct,barra_apertura,barra_cierre_sheet,puerta_apertura,puerta_cierre_sheet,inv_socios_copas,inv_socios_chupitos,inv_socios_cervezas,inv_personal_chupitos,inv_personal_copas,inv_personal_djcopas,inv_rpps_copas,inv_total,clientes_noche,media_pax,pico_pax,precio_entrada_eur,entradas_vendidas,botellas_invitacion,fondo_caja_eur,hora_cierre_real,gasto_personal_eur,gasto_personal_pct,comentario
2026-08-10,lunes,,629.1,3276.0,3905.1,3872.5,32.6,0.0,0.0,0.0,135.0,755.0,890.0,764.1,4031.0,4795.1,4762.5,32.6,3905.1,890.0,6962.96,,11758.06,,,26.0,0.0,7.52,0:30,5:30,0:30,5:00,,,,20.0,10.0,6.0,40.0,76,595.0,315.0,360.0,25.0,45.0,,,5:45,1378.5,11.75,"Puerta 25 EUR una copa, baja a 20 a las 03:45; 45 entradas. 595 pax, media 315, pico 360. Cierre 05:45. Gasto 1.378,5 (11,75%)."
2026-08-11,martes,,470.0,4693.0,5163.0,4741.5,421.5,0.0,0.0,0.0,300.0,4905.0,5205.0,770.0,9598.0,10368.0,9946.5,421.5,5163.0,5205.0,2613.33,,12981.33,920.0,,32.0,0.0,8.38,0:30,5:30,0:30,5:00,,,,8.0,2.0,3.0,20.0,33,,,,20.0,,,,5:45,1353.5,10.42,"Puerta 20 EUR 1 copa, sube a 25 a las 2:00. 4 reservados en puerta (Puerta 920). Gasto 1.353,5 (10,42%). [Parte enviado con retraso el 14/8]."
2026-08-12,miércoles,,636.5,12439.6,13076.1,12440.4,635.7,0.0,0.0,0.0,300.0,4905.0,5205.0,936.5,17344.6,18281.1,17645.4,635.7,13076.1,5205.0,0.0,,18281.1,960.0,,48.0,4.0,9.41,0:30,5:30,0:30,5:00,15.0,4.0,,8.0,2.0,6.0,30.0,65,,,,,,,,5:50,1675.2,9.16,"Se factura menos en puerta porque entra mucha gente con lista del torneo de golf. Revisar tema pulseras. Descuadre positivo en visas, mucha barra. Reservados: Alvaro 360, Puerta 600. Gasto 1.675,20 (9,16%). [Enviado la noche del 13/8]."
2026-08-13,jueves,,474.0,5438.9,5912.9,5912.9,0.0,0.0,0.0,0.0,60.0,1950.0,2010.0,534.0,7388.9,7922.9,7922.9,0.0,5912.9,2010.0,360.0,,8282.9,450.0,,26.0,0.0,10.67,0:30,4:15,0:30,4:00,,,,,1.0,6.0,20.0,27,,,,,,,,4:25,1298.75,15.68,"Noche complicada con el aire acondicionado: terraza hasta 4:00, corta barra a 4:15 y música 4:25. No se podía estar dentro, suelo mojado por la condensación. Reservados: Puerta 300, Fernan 150. Gasto 1.298,75 (15,68%)."
2026-08-14,viernes,,875.5,12855.6,13731.1,13152.7,578.4,0.0,2300.0,2300.0,175.0,1365.0,1540.0,1050.5,16520.6,17571.1,16992.7,578.4,13731.1,1540.0,0.0,,17571.1,2300.0,,47.0,8.0,10.1,0:30,6:00,0:30,5:15,35.0,8.0,3.0,4.0,6.0,6.0,15.0,77,,,,,,,,6:15,1966.25,11.2,"Servicio de cena con complicaciones de horarios (mesas piden todas juntas al retrasarse). Fijar horario más pequeño; comensales no más de 30/35 por mesa para buen servicio. Reservados: Ramón Romero 300, Fernan 700, Pista 900, Pumar 400. Gasto 1.966,25 (11,2%)."
2026-08-15,sábado,,582.5,11005.9,11588.4,11320.2,268.2,200.0,1375.0,1575.0,200.0,3555.0,3755.0,982.5,15935.9,16918.4,17150.2,-231.8,11588.4,3755.0,0.0,,16918.4,2075.0,,45.0,5.0,9.69,21:00,5:45,0:00,5:15,4.0,25.0,2.0,6.0,,6.0,23.0,66,,,,,,,,6:00,2027.0,11.98,"Clientes de cena llegan tarde. Se deben 500 EUR (5 botellas) del reservado de Borja Ybarra y Jaime Aliño que hay que pagarlos de ahí → descuadre negativo. Reservados: Pista 675, Álvaro Pastor 200, Borja Ybarra 800, Pumar 400. Gasto 2.027 (11,98%)."
2026-08-16,domingo,,475.5,2501.3,2976.8,2914.5,62.3,0.0,0.0,0.0,45.0,115.0,160.0,520.5,2616.3,3136.8,3074.5,62.3,2976.8,160.0,0.0,,3136.8,,,8.0,1.0,9.37,21:00,3:00,0:30,2:45,5.0,4.0,3.0,,,,12.0,24,,,,,,,,3:00,2468.0,78.65,"Día muy flojo comercialmente. Grupito 1.200 EUR + equipo de sonido, incluidos en gasto personal → 2.468 (78,65%); sin ese grupito 1.268 (40,5%). Valorar si renta el grupito los días flojos."
2026-08-17,lunes,,790.0,3471.0,4261.0,4154.5,106.5,0.0,280.0,280.0,300.0,1585.0,1885.0,1090.0,5336.0,6426.0,6319.5,106.5,4261.0,1885.0,5170.0,,11596.0,280.0,,32.0,0.0,9.38,21:00,5:45,0:30,5:15,,,,8.0,6.0,6.0,42.0,62,,,,20.0,,,,6:00,1429.0,12.32,"Día que remonta muy bien. Puerta 20 hasta 280 de aforo, sube a 25 una copa, a las 04:00 baja a 15. Reservado Puerta 280. Gasto 1.429 (12,32%)."
2026-08-18,martes,,625.5,4349.5,4975.0,4776.0,199.0,0.0,700.0,700.0,230.0,2250.0,2480.0,855.5,7299.5,8155.0,7956.0,199.0,4975.0,2480.0,1638.22,,9793.22,700.0,,32.0,1.0,11.33,21:00,5:45,0:30,5:15,,,,4.0,8.0,,46.0,58,,,,15.0,,,,6:00,1277.0,13.0,"Puerta 15 EUR hasta 03:15, sube a 20 por aforo, a 04:15 baja a 15 una copa. Reservados: Borja Ybarra 600, Jaime Aliño 100. Gasto 1.277 (13%)."
2026-08-19,miércoles,,778.0,5479.7,6257.7,6384.05,-126.35,0.0,0.0,0.0,340.0,4460.0,4800.0,1118.0,9939.7,11057.7,11184.05,-126.35,6257.7,4800.0,315.0,,11372.7,,,32.0,1.0,9.76,21:00,5:30,0:30,5:00,26.0,,1.0,6.0,3.0,6.0,37.0,79,,,,15.0,320.0,,,6:00,1565.0,13.75,"Puerta 15 EUR toda la noche; 320 entradas. Gasto 1.565 (13,75%)."
2026-08-20,jueves,,988.5,9588.7,10577.2,10263.2,314.0,0.0,0.0,0.0,365.0,4010.0,4375.0,1353.5,13598.7,14952.2,14638.2,314.0,10577.2,4375.0,0.0,,14952.2,1300.0,,35.0,6.0,8.84,21:00,5:30,0:30,5:00,42.0,,1.0,10.0,3.0,6.0,20.0,82,,,,15.0,,,,6:00,1798.63,12.02,"Puerta 15 EUR, sube a 20 a las 200 pax; 4.300 EUR en puerta. Reservado Puerta 1.300. Controlar acceso a zona VIP con pulseras el fin de semana. Descuadran 300 porque no se mete en Tipsi un reservado de 300 pagado con billete de 500. Gasto 1.798,63 (12,02%)."
2026-08-21,viernes,,1304.0,10226.72,11530.72,11247.3,283.42,180.0,2980.0,3160.0,230.0,1655.0,1885.0,1714.0,14861.72,16575.72,16292.3,283.42,11530.72,1885.0,0.0,,16575.72,3160.0,,39.0,4.0,8.53,21:00,5:40,0:30,5:00,40.0,12.0,,,4.0,6.0,30.0,92,,,,20.0,95.0,,,5:50,2211.0,13.3,"Puerta 20 EUR toda la noche; 95 entradas. Gasto 2.211 (13,3%)."
2026-08-22,sábado,,727.0,10294.55,11021.55,10683.0,338.55,0.0,5480.0,6480.0,120.0,1720.0,1840.0,847.0,17494.55,19341.55,19003.0,338.55,11021.55,1840.0,0.0,,19341.55,6480.0,,40.0,7.0,7.83,21:00,5:45,0:30,5:00,57.0,19.0,6.0,15.0,2.0,3.0,25.0,127,,,,20.0,,,,6:00,1925.0,10.62,"Puerta 20 EUR toda la noche. El DJ corta 10 min después de decírselo varias veces y llega 30 min tarde. Reservados: Álvaro Pastor 4.500, Fernan 900, Borja 400, Sala 680. Gasto 1.925 (10,62%)."
2026-08-24,lunes,,1163.5,3651.3,4814.8,4883.0,-68.2,0.0,0.0,0.0,40.0,210.0,250.0,1203.5,3861.3,5064.8,5133.0,-68.2,4814.8,250.0,4750.74,,9815.54,0.0,,40.0,7.0,15.42,0:00,5:45,0:30,5:00,,,,,,6.0,77.0,83,,,,20.0,,,,6:00,1350.0,13.75,"Solo pagan en puerta los RRPP que llegan más tarde de la 01:00; todos 20 EUR 1 copa. Gasto 1.350 (13,75%)."
2026-08-25,martes,,781.5,3265.0,4046.5,3993.0,53.5,150.0,300.0,450.0,385.0,2425.0,2810.0,1316.5,5990.0,7306.5,7253.0,53.5,4046.5,2810.0,2049.48,,9355.98,450.0,,28.0,0.0,10.18,0:00,5:35,0:30,5:00,,,,8.0,5.0,6.0,46.0,65,,,360.0,15.0,,,,6:00,1254.5,13.4,"Puerta 15 EUR una copa hasta 03:15 al llegar a 360 pax; sube a 20 EUR 1 copa hasta 04:30 y vuelve a bajar a 15. Reservados: Borja Ybarra 300, Pista 150. La madera de la barra que se sube y baja se ha vuelto a estropear; si no se arregla pronto acabará partiendo entera. Problemas con el DJ (Nico Dorado) por el volumen, no hace caso. Gasto 1.254,5 (13,4%)."
2026-08-26,miércoles,,398.0,2351.0,2749.0,2748.5,0.5,0.0,0.0,0.0,335.0,3000.0,3335.0,733.0,5351.0,6084.0,6083.5,0.5,2749.0,3335.0,240.0,,6324.0,0.0,,26.0,0.0,13.98,0:00,5:35,0:30,5:00,2.0,5.0,,5.0,,3.0,11.0,26,,,,15.0,,1.0,,6:00,1266.0,20.0,"Puerta 15 EUR una copa hasta 03:45, cuando llega la gente del buzo sube a 20. Botella de invitación a Varosa. La madera de la barra sigue sin arreglarse. Gasto 1.266 (20%)."
